Timestamp (s),Raw EMG,Filtered EMG
0.0,-0.066375732421875,0.0501125790304989
0.0004956722259521484,-0.068817138671875,0.050582930433198614
0.0009894371032714844,-0.068817138671875,0.051048946800198544
0.0014853477478027344,-0.068817138671875,0.05151074586957316
0.001981496810913086,-0.08056640625,0.052149145134267494
0.002477407455444336,-0.08056640625,0.05277926106864143
0.003468751907348633,-0.08056640625,0.05340142569004268
0.0039653778076171875,-0.08453369140625,0.05408484882839751
0.004461050033569336,-0.08453369140625,0.05475887083525851
0.004956960678100586,-0.08453369140625,0.05542389654131085
0.0054531097412109375,-0.08453369140625,0.05607634476471782
0.005949497222900391,-0.08453369140625,0.05672078430808865
0.00842905044555664,-0.0787353515625,0.057269280918808306
0.008928298950195312,-0.07080078125,0.05770554354535352
0.009424209594726562,-0.07080078125,0.05813852453056741
0.009920120239257812,-0.07080078125,0.058568297007519976
0.01041555404663086,-0.0677490234375,0.05895983016347974
0.010909557342529297,-0.0677490234375,0.05934875468706889
0.011406183242797852,-0.0677490234375,0.059735122519328984
0.011904716491699219,-0.0665283203125,0.060105044674344243
0.014879703521728516,-0.0665283203125,0.060472689702015636
0.015376091003417969,-0.0665283203125,0.060838099395140365
0.02132868766784668,-0.06744384765625,0.06121162246716155
0.028272628784179688,-0.06744384765625,0.0615828602126795
0.028438568115234375,-0.084991455078125,0.0621755434132719
0.0338134765625,-0.084991455078125,0.0627623050421563
0.041313886642456055,-0.084991455078125,0.06334332726871214
0.05675816535949707,-0.07415771484375,0.0637765217590281
0.05725288391113281,-0.07415771484375,0.06420739948787221
0.05774950981140137,-0.07415771484375,0.06463537406511842
0.058740854263305664,-0.071868896484375,0.06503370646421498
0.05973315238952637,-0.071868896484375,0.06542961387699806
0.06072497367858887,-0.071868896484375,0.06582314006037118
0.06122088432312012,-0.068206787109375,0.06617599446774275
0.06171679496765137,-0.068206787109375,0.0665269687167901
0.06221270561218262,-0.068206787109375,0.06687609267914225
0.06320476531982422,-0.068206787109375,0.06722339544035119
0.06370115280151367,-0.066986083984375,0.06755753436004558
0.06617999076843262,-0.066986083984375,0.06789000516375238
0.06667685508728027,-0.066986083984375,0.06822083292209047
0.06717324256896973,-0.071563720703125,0.06859531766543239
0.06816482543945312,-0.071563720703125,0.06896776562486773
0.06866121292114258,-0.071563720703125,0.06933820973058015
0.06915664672851562,-0.083160400390625,0.06984425065460984
0.07064485549926758,-0.083160400390625,0.0700321331322463
0.07213258743286133,-0.083160400390625,0.07021917601746155
0.0733027458190918,-0.08331298828125,0.07040696091739407
0.07362055778503418,-0.08331298828125,0.07059392838061905
0.07461237907409668,-0.08331298828125,0.07078008980590718
0.07510924339294434,-0.08331298828125,0.07096545632742174
0.07560443878173828,-0.06988525390625,0.0709984500784977
0.07610082626342773,-0.06988525390625,0.07103141892224682
0.07907629013061523,-0.06988525390625,0.07106436291940435
0.07957267761230469,-0.06683349609375,0.07106941409566855
0.08056473731994629,-0.06683349609375,0.07107446242946078
