Time (s),Raw EMG,Filtered EMG
0.01344752311706543,0.0,0.0
0.015430450439453125,0.0,0.0
0.0228726863861084,0.0,0.0
0.02535390853881836,0.0,0.0
0.030806779861450195,-0.070953369140625,0.0
0.03328967094421387,-0.07080078125,0.0028004613767603466
0.03626418113708496,-0.070037841796875,0.002892579893197167
0.03775143623352051,-0.06988525390625,0.0030579364378217335
0.03973507881164551,-0.06927490234375,0.003342465408347896
0.04221463203430176,-0.06988525390625,-0.025737154853304044
0.04519319534301758,-0.0701904296875,-0.026869565754926
0.07871603965759277,-0.070648193359375,-0.027674253334212067
0.08218765258789062,-0.0689697265625,-0.028623954039361056
0.08665204048156738,-0.069580078125,-0.029379322197823687
0.09309959411621094,-0.069732666015625,-0.030453363730091505
0.10599565505981445,-0.06927490234375,-0.031349616672262305
0.10897183418273926,-0.069580078125,-0.03225663485029147
0.11343574523925781,-0.071258544921875,-0.03217480650782234
0.11591577529907227,-0.070343017578125,-0.032864393490033825
0.11889219284057617,-0.070343017578125,-0.03339396931771724
0.12087583541870117,-0.06988525390625,-0.033551192966311844
0.12186789512634277,-0.06988525390625,-0.03394433668647219
0.12434768676757812,-0.07080078125,-0.03480823779172481
0.13030004501342773,-0.07080078125,-0.03451084474643394
0.1357560157775879,-0.07049560546875,0.07131843087471401
0.1392371654510498,-0.070648193359375,0.07126223619085795
0.1426999568939209,-0.069580078125,0.07013429813812569
0.27925992012023926,-0.069732666015625,0.06948955961715583
0.2827322483062744,-0.06988525390625,0.06856771117056007
0.28620314598083496,-0.070037841796875,0.0695937144149767
0.28917908668518066,-0.069732666015625,0.06998172082838539
0.29215574264526367,-0.06988525390625,0.07108183358053688
0.2951314449310303,-0.06988525390625,0.0685313177953008
0.2976109981536865,-0.069732666015625,0.06938641483663048
0.3005855083465576,-0.07049560546875,0.06954946610753884
0.3040595054626465,-0.070343017578125,0.06902453774401164
0.3070352077484131,-0.070953369140625,0.06942048918516
0.310011625289917,-0.06988525390625,0.07195572128153815
0.3129870891571045,-0.07080078125,0.07061849837097264
0.31546735763549805,-0.0689697265625,0.0703483944603412
0.3179471492767334,-0.07049560546875,0.06964941830948529
0.3209230899810791,-0.069427490234375,0.06945149513492065
0.3238992691040039,-0.071258544921875,0.07119944130065847
0.3268735408782959,-0.069122314453125,0.0708967436076575
0.330843448638916,-0.07049560546875,0.07110071874864121
0.33530592918395996,-0.07049560546875,0.07077497945098202
0.3617134094238281,-0.070037841796875,0.06961401754275948
0.3666722774505615,-0.0701904296875,0.06907956600106852
0.3726236820220947,-0.068817138671875,0.0701719842601975
0.37659573554992676,-0.0701904296875,0.06979929849671443
0.3790738582611084,-0.070037841796875,0.06938761756876419
0.38155388832092285,-0.069122314453125,0.06978900373110963
0.3860185146331787,-0.06988525390625,0.06969054091580976
0.3899855613708496,-0.070953369140625,0.07005916213160043
0.3919696807861328,-0.069580078125,0.07069887252150042
0.39444971084594727,-0.069122314453125,0.07047776976500164
0.3999061584472656,-0.07049560546875,0.07174998041771576
0.4018893241882324,-0.070343017578125,0.06991384138023476
0.4033775329589844,-0.07080078125,0.07083241974204159
0.4073455333709717,-0.070037841796875,0.06866514707276052
0.4093294143676758,-0.069580078125,0.0711122347725307
0.411313533782959,-0.0701904296875,0.0689528015069042
0.41280150413513184,-0.0701904296875,0.07176053844375202
0.4152817726135254,-0.06866455078125,0.06837546362125399
0.41776156425476074,-0.07080078125,0.07066191969253753
0.4192500114440918,-0.07110595703125,0.07093349707526782
0.42073774337768555,-0.069580078125,0.07001822659898838
0.42172956466674805,-0.06927490234375,0.07018129333565973
0.42272162437438965,-0.06927490234375,0.0687487487051953
0.42371368408203125,-0.06927490234375,0.06994257546873582
0.42668771743774414,-0.070037841796875,0.06956796240635013
0.42768168449401855,-0.070037841796875,0.0688367186389764
0.42867350578308105,-0.070037841796875,0.0701100395193269
0.42966556549072266,-0.070037841796875,0.07171954762764018
0.43065810203552246,-0.06988525390625,0.06968637101378741
0.43164968490600586,-0.06988525390625,0.06869694588548135
0.43264150619506836,-0.069732666015625,0.07074417151072765
0.4331374168395996,-0.070953369140625,0.07050853439151256
0.4341294765472412,-0.070953369140625,0.0712366937788379
0.4351217746734619,-0.070037841796875,0.07015944515330164
0.4380965232849121,-0.0701904296875,0.06944286764476343
0.4390897750854492,-0.0701904296875,0.07042557516057787
0.43958616256713867,-0.069427490234375,0.06992570132318858
0.44057750701904297,-0.07171630859375,0.06759701214331779
0.4410734176635742,-0.070953369140625,0.07123186646853139
0.44156956672668457,-0.06988525390625,0.07159492456585713
0.4425618648529053,-0.06988525390625,0.06927422940499124
0.44405031204223633,-0.070343017578125,0.06913338262995608
0.4480173587799072,-0.069427490234375,0.06821851885748506
0.4485135078430176,-0.0689697265625,0.06846241538583665
0.44900941848754883,-0.06988525390625,0.07000713422200705
0.45000147819519043,-0.07080078125,0.07004879828452176
0.4504976272583008,-0.070037841796875,0.06990037143496934
0.4514896869659424,-0.070343017578125,0.07024567623302874
0.45198535919189453,-0.070037841796875,0.07023748536666113
0.45297765731811523,-0.070953369140625,0.06987468221863503
0.4534735679626465,-0.070953369140625,0.06931092356353757
0.4544656276702881,-0.0689697265625,0.0714356736558625
0.45694541931152344,-0.071563720703125,0.07123634746670746
0.4574418067932129,-0.07080078125,0.07009537808170438
0.4584336280822754,-0.07080078125,0.06991802324254472
0.45893120765686035,-0.071258544921875,0.06990203734624847
0.45992422103881836,-0.06988525390625,0.06958988139261812
0.46190595626831055,-0.069580078125,0.07190792678978045
0.46289777755737305,-0.07110595703125,0.07104464581234818
0.4633936882019043,-0.071563720703125,0.06949802441180226
0.46487975120544434,-0.071258544921875,0.0693140667290543
0.4683535099029541,-0.069732666015625,0.07053378429153408
0.46884965896606445,-0.069580078125,0.06924765527798735
0.46984148025512695,-0.069732666015625,0.06794645827301396
0.4703359603881836,-0.069732666015625,0.06911321071850184
0.47083401679992676,-0.069732666015625,0.07057917109863845
0.47182536125183105,-0.069732666015625,0.07005370294076965
0.4723215103149414,-0.069732666015625,0.07058760601556718
0.473313570022583,-0.06988525390625,0.07008742631467547
0.4743056297302246,-0.07110595703125,0.07147347046793924
0.4792661666870117,-0.069580078125,0.07153477543388082
0.4802577495574951,-0.07080078125,0.06852924039155134
0.48075175285339355,-0.070648193359375,0.07246103325880995
0.48174548149108887,-0.069122314453125,0.07126720935453164
0.4822421073913574,-0.069122314453125,0.07071030326323806
0.4832336902618408,-0.070648193359375,0.07200465328946709
0.4857139587402344,-0.069580078125,0.06952191563342172
0.4921598434448242,-0.06988525390625,0.06907180242021856
0.49315500259399414,-0.069732666015625,0.07198047278786554
0.4971201419830322,-0.0714111328125,0.07267957864428629
0.4996016025543213,-0.069427490234375,0.07167758185052464
0.5010895729064941,-0.069732666015625,0.06975048112242176
0.5020816326141357,-0.069732666015625,0.06941730682135885
0.5025777816772461,-0.070037841796875,0.0697101321453189
0.5030739307403564,-0.07049560546875,0.06903128060737454
0.5040655136108398,-0.069427490234375,0.06983823532842523
0.5060479640960693,-0.07171630859375,0.06968356700473227
0.5134880542755127,-0.07110595703125,0.06978038543424674
0.5149753093719482,-0.06866455078125,0.06986652891358805
0.5184500217437744,-0.070953369140625,0.07140472619713968
0.5194413661956787,-0.0701904296875,0.06965161861570857
0.5204334259033203,-0.070343017578125,0.07050934763286476
0.5209293365478516,-0.069580078125,0.07050226887750258
0.521425724029541,-0.068359375,0.06918433224223676
0.5224175453186035,-0.06988525390625,0.06822046220678227
0.5229136943817139,-0.071258544921875,0.07085159392753274
0.5239052772521973,-0.07110595703125,0.06924470751357242
0.5278737545013428,-0.06988525390625,0.07000453797031805
0.5288655757904053,-0.07049560546875,0.07024922595069492
0.5293617248535156,-0.0701904296875,0.07218723565226276
0.5303537845611572,-0.0701904296875,0.06865253848187852
0.5308496952056885,-0.0701904296875,0.06914519626498027
0.531841516494751,-0.0689697265625,0.06962989538719394
0.5323374271392822,-0.06927490234375,0.06979154292575447
0.5328333377838135,-0.070953369140625,0.07060487404427344
0.5338256359100342,-0.07049560546875,0.06907537257933594
0.5363054275512695,-0.0701904296875,0.07247089901751386
0.5387856960296631,-0.070037841796875,0.07205296619289467
0.5392892360687256,-0.069732666015625,0.06830470515574294
0.5397779941558838,-0.071868896484375,0.07103090925970226
0.5407695770263672,-0.071868896484375,0.07014610670160273
0.5412654876708984,-0.07110595703125,0.0704924242871889
0.5422592163085938,-0.069427490234375,0.06938907230961383
0.5427558422088623,-0.069427490234375,0.06763576904479213
0.5437483787536621,-0.069122314453125,0.0690411634611838
0.549201488494873,-0.06927490234375,0.07104156125155345
0.5496976375579834,-0.06927490234375,0.07109744994135188
0.5501935482025146,-0.06927490234375,0.06994954962226066
0.5511853694915771,-0.06927490234375,0.07087563336700387
0.5516817569732666,-0.069427490234375,0.07056121472606466
0.5526735782623291,-0.070343017578125,0.07052425846458875
0.5531697273254395,-0.070343017578125,0.07057620270685125
0.5536656379699707,-0.0701904296875,0.06877155634060353
0.5576322078704834,-0.0701904296875,0.06923885405102645
0.5586240291595459,-0.069732666015625,0.07169861667507338
0.5591206550598145,-0.069580078125,0.07063283277367428
0.5606088638305664,-0.069580078125,0.070163791975171
0.5630896091461182,-0.069580078125,0.0699908631326237
0.5635919570922852,-0.06988525390625,0.06953004215524569
0.5660660266876221,-0.0689697265625,0.0729126265294498
0.568049430847168,-0.069580078125,0.07294233642409886
0.5685455799102783,-0.069732666015625,0.07183079498328929
0.569537878036499,-0.070037841796875,0.06933359792853391
0.5700337886810303,-0.070037841796875,0.0692198291669469
0.5705294609069824,-0.069732666015625,0.06913882015284079
0.5715217590332031,-0.069427490234375,0.06911851585252432
0.5720176696777344,-0.069732666015625,0.0690466344990702
0.573009729385376,-0.0714111328125,0.06893206363288171
0.5735056400299072,-0.0714111328125,0.0689916207785934
0.5744955539703369,-0.070953369140625,0.06934204743100728
0.5769779682159424,-0.06988525390625,0.07082240359357408
0.5809454917907715,-0.069732666015625,0.07066798456109363
0.5824334621429443,-0.06927490234375,0.06974441114167844
0.583425760269165,-0.0689697265625,0.06969203554744885
0.5839216709136963,-0.0689697265625,0.06915129532595446
0.5859060287475586,-0.069732666015625,0.06934069020904732
0.588385820388794,-0.06927490234375,0.06943245478362234
0.5888814926147461,-0.069580078125,0.06960652264724088
0.5898737907409668,-0.070953369140625,0.07021314140622295
0.5903699398040771,-0.07080078125,0.06892145215029269
0.5908658504486084,-0.070953369140625,0.06953180873057552
0.59185791015625,-0.069427490234375,0.069961434815452
0.5958259105682373,-0.070037841796875,0.07024847748713785
0.5968177318572998,-0.070953369140625,0.06971339077703861
0.5978095531463623,-0.06988525390625,0.0693354834154136
0.5983054637908936,-0.06927490234375,0.06875786048286398
0.5992977619171143,-0.069732666015625,0.06980199639674375
0.5997939109802246,-0.06988525390625,0.0720860658609636
0.6002898216247559,-0.070648193359375,0.07171114384285385
0.6012816429138184,-0.070648193359375,0.07147666684539297
0.6017777919769287,-0.070037841796875,0.07013677249663723
0.6027696132659912,-0.070037841796875,0.06971084270199186
0.6032655239105225,-0.070343017578125,0.06896991963496124
0.6042578220367432,-0.068511962890625,0.06821271536079673
0.6052489280700684,-0.0689697265625,0.06812649936562976
0.608227014541626,-0.07049560546875,0.06952105112750237
0.6107056140899658,-0.069732666015625,0.06889714203366387
0.6116976737976074,-0.07049560546875,0.06919596612956777
0.612689733505249,-0.07049560546875,0.07202753009678635
0.6131858825683594,-0.07049560546875,0.07164651201236602
0.6136817932128906,-0.070343017578125,0.0712664655208468
0.6171536445617676,-0.0689697265625,0.06928953911406138
0.6181459426879883,-0.070037841796875,0.06983710222041477
0.6186418533325195,-0.07049560546875,0.07123308058957142
0.619633674621582,-0.07049560546875,0.069644873687333
0.6201295852661133,-0.070037841796875,0.06878550438574571
0.6206257343292236,-0.070037841796875,0.07001300668130886
0.6216180324554443,-0.070037841796875,0.06982358276453181
0.6221139430999756,-0.070037841796875,0.07077262100137918
0.6226098537445068,-0.06988525390625,0.07076181409210261
0.6236016750335693,-0.071563720703125,0.07002361756949346
0.6245920658111572,-0.070648193359375,0.07008880641397841
0.6280643939971924,-0.07049560546875,0.07050891481793906
0.6290559768676758,-0.070953369140625,0.06777312840326119
0.629554033279419,-0.070953369140625,0.06854136343783673
0.6305458545684814,-0.07110595703125,0.07013127923033527
0.6310417652130127,-0.07110595703125,0.06935000971103442
0.631537914276123,-0.06927490234375,0.07054570024615991
0.6325297355651855,-0.06927490234375,0.07028227908813664
0.6330256462097168,-0.06988525390625,0.07026837290350242
0.6335217952728271,-0.06988525390625,0.06998584597765867
0.6374881267547607,-0.0701904296875,0.06791734494752394
0.6379871368408203,-0.069122314453125,0.07026332315532549
